rating,imdb_id,title,year,id
2,0099700,Gremlins 2: The New Batch,1990,9923
3,0100260,Nightbreed,1990,10013
3,0102926,The Silence of the Lambs,1991,32
3,0101414,Beauty and the Beast,1991,183
3,0103074,Thelma &amp; Louise,1991,266
3,0102587,Omohide poro poro,1991,308
3,0102609,Other People's Money,1991,467
0,0102685,Point Break,1991,512
3,0103030,Tacones Lejanos,1991,710
3,0101921,Fried Green Tomatoes,1991,767
3,0103064,Terminator 2: Judgement Day,1991,847
3,0102898,Shakes the Clown,1991,879
3,0102103,Impromptu,1991,913
2,0102057,Hook,1991,1033
2,0101898,Flirting,1991,1346
3,0101640,Raise the Red Lantern,1991,1297
1,0103247,White Fang,1991,1125
0,0101597,Closet Land,1991,1429
1,0101745,Doc Hollywood,1991,1089
3,0102798,Robin Hood: Prince of Thieves,1991,1579
3,0101889,The Fisher King,1991,1405
0,0103112,Toy Soldiers,1991,1697
1,0102510,The Naked Gun 2 1/2: The Smell of Fear,1991,1825
3,0102943,Slacker,1991,1846
3,0101765,The Double Life of Veronique,1991,2180
3,0102829,Salmonberries,1991,2216
1,0101410,Barton Fink,1991,2315
1,0101465,Black Robe,1991,2326
3,0102436,’Merci la vie&#39;,1991,2408
3,0104057,Daughters of the Dust,1991,2455
3,0101329,An American Tail: Fievel Goes West,1991,2491
3,0101757,Don’t Tell Mom the Babysitter&#39;s Dead,1991,2637
3,0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,2740
1,0101701,Delirious,1991,2785
3,0102536,Night on Earth,1991,2846
1,0104922,Motorama,1991,2857
3,0101627,Critters 3,1991,2913
0,0102817,Rubin and Ed,1991,3036
3,0102573,The Object of Beauty,1991,3058
1,0101452,Bill &amp; Ted’s Bogus Journey,1991,3251
2,0103241,What About Bob?,1991,3292
3,0102070,Hudson Hawk,1991,3544
1,0102059,Hot Shots!,1991,3563
2,0102975,Star Trek VI: The Undiscovered Country,1991,3592
3,0101272,The Addams Family,1991,3595
1,0102803,The Rocketeer,1991,3987
3,0099851,Into The Woods,1991,4241
3,0102266,The Last Boy Scout,1991,4290
3,0104981,Neon City,1991,4358
0,0102303,Life Stinks,1991,4577
3,0101698,Defending Your Life,1991,4631
3,0102250,L.A. Story,1991,4666
0,0101829,Europa,1991,4736
3,0107875,The Princess and the Goblin,1991,4973
3,0100009,Lethal Games,1991,5133
3,0102370,Madonna: Truth or Dare,1991,5260
3,0102492,My Girl,1991,5265
1,0101318,The Lovers on the Bridge,1991,5332
2,0101507,Boyz n the Hood,1991,5638
3,0102313,The Linguini Incident,1991,5639
1,0101891,The Five Heartbeats,1991,5814
1,0099422,Dick Tracy,1991,5833
2,0101917,Freddy’s Dead: The Final Nightmare,1991,6028
0,1125254,Dragon Ball Z: Cooler’s Revenge,1991,6089
1,0102522,Nekromantik 2,1991,6335
3,0102951,Soapdish,1991,6371
1,0102797,Robin Hood,1991,7146
3,0105121,The People Under the Stairs,1991,7163
3,0101991,Hachi-gatsu no rapusodi,1991,7172
3,0098063,Paprika,1991,7235
3,0102138,JFK,1991,7200
3,0101587,City Slickers,1991,7365
0,0100491,Riff-Raff,1991,7609
1,0101912,Frankie and Johnny,1991,7632
1,0102494,My Own Private Idaho,1991,7650
2,0102603,Oscar,1991,7655
3,0101540,Cape Fear,1991,7938
2,0102426,Mediterraneo,1991,8062
3,0101458,Until the End of the World,1991,9094
1,0130236,Samurai Cop,1991,9322
1,0102034,Highlander II,1991,9378
1,0099388,Deathstalker IV: Match of Titans,1991,9517
0,0101702,Delta Force 3: The Killing Game,1991,9533
0,0102202,Kickboxer 2: The Road Back,1991,9548
1,0101764,Double Impact,1991,9564
3,0102397,"Manta, Manta",1991,9810
2,0103956,Child’s Play 3,1991,9847
0,0105236,Reservoir Dogs,1992,18
0,0103639,Aladdin,1992,98
0,0103644,Alien 3,1992,296
3,0104431,Home Alone 2: Lost in New York,1992,433
0,0104348,Glengarry Glen Ross,1992,450
1,0104257,A Few Good Men,1992,451
3,0104694,A League of Their Own,1992,560
3,0103893,Buffy the Vampire Slayer,1992,748
1,0103850,Bob Roberts,1992,818
0,0103776,Batman Returns,1992,1025
3,0104321,Gas Food Lodging,1992,1345
3,0105417,Sister Act,1992,1352
2,0106308,Army of Darkness,1992,1276
3,0104940,The Muppet Christmas Carol,1992,1101
1,0104868,The Mighty Ducks,1992,1126
3,0104254,FernGully: The Last Rainforest,1992,1157
3,0105629,Toys,1992,1836
1,0105851,Full Contact,1992,1867
3,0104070,Death Becomes Her,1992,1869
2,0107756,Orlando,1992,1877
0,0104815,El Mariachi,1992,1886
1,0104952,My Cousin Vinny,1992,1895
3,0101811,Enchanted April,1992,2128
3,0105107,Passion Fish,1992,2349
3,0104454,Howards End,1992,2415
3,0105665,Twin Peaks: Fire Walk With Me,1992,2432
3,0105316,Sarafina!,1992,2457
3,0104697,Leaving Normal,1992,2466
3,0105414,Single White Female,1992,2504
3,0105577,This is My Life,1992,2506
1,0104990,Newsies,1992,2628
3,0105481,Straight Talk,1992,2709
2,0104036,The Crying Game,1992,3141
1,0104652,Porco Rosso (Kurenai no Buta),1992,3414
2,0100963,King of Beggars,1992,3556
3,0105151,The Player,1992,3636
1,0105323,Scent of a Woman,1992,3787
0,0103767,Baraka,1992,3937
3,0103873,Dead Alive,1992,4141
3,0104797,Malcolm X,1992,4391
1,0105793,Wayne’s World,1992,4731
2,0105477,Stop! Or My Mom Will Shoot,1992,4779
1,0103939,Chaplin,1992,4782
3,0104040,The Cutting Edge,1992,4839
3,0104670,Ladybugs,1992,4837
3,0103994,Como agua para chocolate,1992,4838
3,0104466,Husbands and Wives,1992,4903
1,0103772,Basic Instinct,1992,4940
3,0103874,Dracula,1992,4947
3,0104237,Damage,1992,4952
1,0104412,Hero,1992,4999
3,0103919,Candyman,1992,5005
1,0104692,The Lawnmower Man,1992,5241
3,0103859,Boomerang,1992,5318
3,0105682,Un Coeur en Hiver,1992,5425
3,0103812,The Bikini Carwash Company,1992,5533
0,1517470,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,1992,5593
1,0105435,Sneakers,1992,5654
0,0142237,Dragon Ball Z: The Return of Cooler,1992,6090
2,0105265,A River Runs Through It,1992,6123
2,0105415,Singles,1992,6317
3,0104409,Hellraiser III: Hell on Earth,1992,6397
3,0105130,Peter’s Friends,1992,6702
3,0105859,Dragon Inn,1992,6862
3,0105695,Unforgiven,1992,7006
1,0104298,Freddie as F.R.O.7.,1992,7601
2,0104691,The Last of the Mohicans,1992,7031
0,0105459,Split Second,1992,7179
3,0105616,Tom and Jerry: The Movie,1992,7191
0,0104684,Hard Boiled,1992,7245
1,0104452,HouseSitter,1992,7640
3,0104779,Bitter Moon,1992,8287
1,0101628,Critters 4,1992,8393
2,0104695,Leap of Faith,1992,8583
1,0104187,Encino Man,1992,8622
2,0103855,The Bodyguard,1992,8991
1,0104575,Just another girl on the I.R.T,1992,9000
3,0104389,The Hand That Rocks the Cradle,1992,9922
0,0104105,Dien Bien Phu,1992,9107
1,0101316,The Lover / L&#39;amant,1992,9221
2,0105466,Stay Tuned,1992,9242
1,0105488,Strictly Ballroom,1992,9331
1,0105104,Passenger 57,1992,9785
3,0105328,Schtonk,1992,9812
3,0107290,Jurassic Park,1993,109
2,0107048,Groundhog Day,1993,114
0,0106697,Demolition Man,1993,117
3,0107614,Mrs. Doubtfire,1993,436
3,0107843,Point of No Return/The Assassin,1993,543
2,0108160,Sleepless in Seattle,1993,556
3,0108432,Umi ga kikoeru,1993,558
3,0107120,Hocus Pocus,1993,587
1,0108265,Swing Kids,1993,727
3,0107507,Manhattan Murder Mystery,1993,810
3,0108000,Ruby in Paradise,1993,852
3,0106677,Dazed and Confused,1993,861
0,0108037,The Sandlot,1993,899
1,0106341,Bad Boy Bubby,1993,950
3,0108394,Three Colors: Blue,1993,984
3,0107977,Robin Hood: Men in Tights,1993,1067
1,0106611,Cool Runnings,1993,1602
1,0106471,Boxing Helena,1993,1517
3,0107156,The Wedding Banquet,1993,1195
1,0107131,Homeward Bound: The Incredible Journey,1993,1088
3,0106673,Dave,1993,1133
3,0108071,The Secret Garden,1993,1434
3,0106220,Addams Family Values,1993,1436
3,0108147,Sister Act 2: Back in the Habit,1993,1353
1,0108442,Undercover Blues,1993,1097
3,0108052,Schindler’s List,1993,1497
2,0104246,Fei hu wai zhuan,1993,1637
3,0106689,Death Train,1993,1666
3,0106834,Even Cowgirls Get The Blues,1993,1790
3,0106873,Fatal Instinct,1993,1856
0,0112389,The Princess and the Cobbler,1993,1940
1,0108388,The Trial,1993,2182
3,0107822,The Piano,1993,2230
3,0107745,Once Upon a Forest,1993,2492
1,0107688,The Nightmare Before Christmas,1993,2543
0,0108188,Sonatine,1993,2847
1,0107426,Little Buddha,1993,2892
2,0106977,The Fugitive,1993,2916
3,0107282,The Joy Luck Club,1993,3088
3,0106226,The Age of Innocence,1993,3097
2,0107091,Heart and Souls,1993,3123
3,0311648,Pieces of April,1993,3176
3,0108358,Tombstone,1993,3180
3,0106417,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),1993,3330
0,0108065,Searching for Bobby Fischer,1993,3336
1,0106582,Cliffhanger,1993,3369
3,0108451,Untamed Heart,1993,3396
3,0105619,The Heroic Trio,1993,3405
3,0107653,Naked,1993,3550
3,0108624,The Evil Cult,1993,3692
3,0106400,The Beverly Hillbillies,1993,3704
3,0107065,Gypsy,1993,3715
1,0107943,The Remains of the Day,1993,3761
0,0115819,Cannibal! The Musical,1993,3921
0,0107214,Indien,1993,4337
3,0108255,Super Mario Bros.,1993,4422
3,0108310,Telling Secrets,1993,4555
3,0106598,Coneheads,1993,4636
0,0106364,Batman: Mask of the Phantasm,1993,4877
0,0107007,Gettysburg,1993,4917
3,0107212,Indian Summer,1993,5065
3,0106770,Dragon: The Bruce Lee Story,1993,5083
3,0107978,RoboCop 3,1993,5238
3,0106453,Body of Evidence,1993,5243
3,0107099,Heidi,1993,5285
3,0108122,Short Cuts,1993,5316
3,0106452,Body Snatchers,1993,5521
1,0107969,Rising Sun,1993,5580
3,0106918,The Firm,1993,6474
0,0106469,"Blood In, Blood Out",1993,5665
3,0106408,Bhaji on the Beach,1993,5725
2,0107818,Philadelphia,1993,5919
3,0108162,Sliver,1993,6076
3,0107144,Hot Shots! Part Deux,1993,6173
0,0106332,Farewell My Concubine,1993,6215
1,0108399,True Romance,1993,6349
3,0108550,What’s Eating Gilbert Grape,1993,6492
1,0107529,Matinee,1993,6844
1,0106303,Arctic Blue,1993,7055
1,0142247,Dragon Ball Z: The History of Trunks,1993,7209
1,0106449,Body Bags,1993,7272
3,0107798,The Pelican Brief,1993,7277
1,0107492,The Making of &#39;...And God Spoke&#39;,1993,7418
2,0107207,In the Name of the Father,1993,7514
3,0108551,What’s Love Got to Do with It,1993,7526
1,0107808,A perfect world,1993,7611
1,0106387,Benny &amp; Joon,1993,7619
0,0107211,Indecent Proposal,1993,7642
1,0107206,In the Line of Fire,1993,7667
3,0107315,Kika,1993,7699
3,0107151,La casa de los esp&iacute;ritus,1993,7840
3,0107840,Poetic Justice,1993,8148
1,0107501,The Man Without a Face,1993,8552
3,0107566,Mi vida loca,1993,8568
2,0107096,Heaven &amp; Earth,1993,8652
3,0108149,Six Degrees of Separation,1993,8759
1,0107616,Much Ado About Nothing,1993,9033
1,0106880,Fear of a Black hat,1993,9155
3,0166222,"I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney",1993,9398
1,0107362,Last Action Hero,1993,9466
1,0107076,Hard Target,1993,9565
0,0314713,Space Zombie Bingo!!!,1993,9735
3,0110912,Pulp Fiction,1994,91
1,0110357,The Lion King,1994,100
1,0110148,Interview with the Vampire,1994,120
1,0110008,Heisei tanuki gassen pompoko,1994,261
0,0111161,The Shawshank Redemption,1994,339
3,0111257,Speed,1994,440
2,0109040,Ace Ventura: Pet Detective,1994,441
1,0109445,Clerks.,1994,488
3,0108941,The Stand,1994,537
3,0110005,Heavenly Creatures,1994,567
2,0109676,Drop Zone,1994,571
1,0111438,Timecop,1994,574
1,0109830,Forrest Gump,1994,776
3,0110950,Reality Bites,1994,860
2,0109686,Dumb &amp; Dumber,1994,890
1,0111282,Stargate,1994,959
3,0110367,Little Women,1994,960
1,0111070,The Santa Clause,1994,1051
0,0107952,The Return of Jafar,1994,1066
1,0110763,The Pagemaster,1994,1208
1,0109127,Angels in the Outfield,1994,1128
3,0111503,True Lies,1994,1098
3,0109446,The Client,1994,1535
3,0109093,Amateur,1994,1571
3,0124829,Pat and Margaret,1994,1734
3,0110413,The Professional,1994,1755
3,0109198,Bad Girls,1994,1786
3,0109913,Go Fish,1994,1788
2,0110622,Naked Gun 33 1/3: The Final Insult,1994,1826
0,0109254,Beverly Hills Cop III,1994,1850
1,0110857,Police Academy: Mission to Moscow,1994,1914
3,0109707,Ed Wood,1994,1920
3,0111797,Eat Drink Man Woman,1994,2121
3,0110598,Muriel’s Wedding,1994,2209
3,0110521,Mina Tannenbaum,1994,2210
3,0109504,Crooklyn,1994,2350
0,0111143,The Shadow,1994,2535
3,0110889,Priest,1994,2852
3,0110054,Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,1994,4326
3,0109440,Fear City: A Family-Style Comedy,1994,2972
3,0109306,Blue Sky,1994,3004
3,0110171,J’ai pas sommeil,1994,3008
3,0111470,Trading Mom,1994,3044
1,0110074,The Hudsucker Proxy,1994,3062
1,0110308,The Last Seduction,1994,3104
2,0111800,Wing Chun,1994,3106
3,0109900,Giorgino,1994,3133
1,0109770,The Fantastic Four,1994,3162
3,0110091,I Like It Like That,1994,3179
0,0110678,No Escape,1994,3243
3,0109277,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),1994,3331
0,0110722,Oleanna,1994,3431
3,0109045,"The Adventures of Priscilla, Queen of the Desert",1994,3501
3,0111301,Street Fighter,1994,3522
0,0110524,Getting Any?,1994,3657
1,0111255,The Specialist,1994,3788
3,0109506,The Crow,1994,3820
3,0109484,"Corrina, Corrina",1994,3840
1,0111333,The Swan Princess,1994,3973
1,0109424,Chungking Express,1994,4056
3,0111001,The Road to Wellville,1994,4112
3,0110169,It’s Pat,1994,4421
1,0111507,Three Colors: White,1994,4515
3,0111205,Sister My Sister,1994,4602
3,0111280,Star Trek Generations,1994,4618
3,0109275,Birds 2: Land’s End,1994,4645
1,0110475,The Mask,1994,4697
1,0109791,Felidae,1994,4717
3,0110322,Legends of the Fall,1994,4841
3,0111549,Uncovered,1994,4869
1,0109327,Brainscan,1994,4920
2,0110932,Quiz Show,1994,4954
3,0109456,Color of Night,1994,5078
3,0109849,Frit&auml;nkaren,1994,5189
1,0113409,In the Mouth of Madness,1994,5206
1,0109144,A.P.E.X.,1994,5334
1,0109068,Airheads,1994,5341
3,0110632,Natural Born Killers,1994,5459
3,0109813,The Flintstones,1994,5738
3,0111751,Wrony,1994,5890
2,0110366,The Little Rascals,1994,5909
3,0111686,New Nightmare,1994,6029
1,0110958,See How They Fall,1994,6154
3,0109831,Four Weddings and a Funeral,1994,6451
3,0111127,Serial Mom,1994,6477
3,0109279,Black Beauty,1994,6981
3,0109699,Dias contados,1994,7032
1,0109520,D2: The Mighty Ducks,1994,7160
0,0109579,Death and the Maiden,1994,7211
0,0110099,I.Q.,1994,7263
1,0109644,Don’t Drink the Water,1994,7295
1,0110167,It Could Happen to You,1994,7643
3,0111512,The Legend of Drunken Master,1994,7933
3,0110297,Lakota Woman: Siege at Wounded Knee,1994,7935
0,0110236,Kan du vissla Johanna?,1994,7972
3,0111033,Runaway Daughters,1994,8004
3,0111112,The Secret of Roan Inish,1994,8446
3,0111201,Sirens,1994,8460
3,3289712,Jenny’s Wedding,1994,8494
3,5818818,Die gottliche Ordnung,1994,8592
0,0109066,Vive L’Amour,1994,8735
3,0110527,Miracle on 34th Street,1994,8990
0,0109444,Clear and Present Danger,1994,9108
3,0110657,The Next Karate Kid,1994,9406
3,0109798,Revenge of the Musketeers,1994,9525
1,0110490,Men of War,1994,9768
0,0110805,Pentathlon,1994,9772
2,0111520,Twilight Zone: Rod Serling’s Lost Classics,1994,9780
1,0111640,Voll normaaal,1994,9811
3,0114129,Picture Bride,1994,9814
1,0114814,The Usual Suspects,1995,54
1,0114369,Se7en,1995,69
1,0114709,Toy Story,1995,87
2,0113243,Hackers,1995,97
3,0112642,Casper,1995,106
3,0114069,Outbreak,1995,110
1,0112864,Die Hard: With a Vengeance,1995,147
3,0112950,Empire Records,1995,163
1,0112508,Billy Madison,1995,184
2,0112573,Braveheart,1995,205
3,0114148,Pocahontas,1995,207
3,0114388,Sense and Sensibility,1995,267
3,0113824,Mimi wo sumaseba (Whisper of the Heart),1995,287
3,0112579,The Bridges of Madison County,1995,294
2,0113749,Mallrats,1995,489
3,0114436,Showgirls,1995,566
3,0114614,Tank Girl,1995,569
3,0112701,Cold Comfort Farm,1995,637
3,0113347,How to Make an American Quilt,1995,640
0,0113568,K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),1995,659
3,0114558,Strange Days,1995,675
3,0112697,Clueless,1995,749
3,0114011,Now and Then,1995,897
3,0112679,Circle of Friends,1995,905
3,0114916,When Night is Falling,1995,947
1,0113855,Mortal Kombat,1995,955
3,0114906,Welcome to the Dollhouse,1995,974
3,0112379,Antonia’s Line,1995,982
3,0113101,Four rooms,1995,986
1,0112462,Batman Forever,1995,1024
2,0112453,Balto,1995,1031
3,0114924,While You Were Sleeping,1995,1032
2,0113277,Heat,1995,1037
1,0115491,Aladdin and the King of Thieves,1995,1065
3,0112130,Pride and Prejudice,1995,1563
2,0113117,French Kiss,1995,1132
2,0113198,A Goofy Movie,1995,1160
3,0113188,Gold Diggers: The Secret of Bear Mountain,1995,1433
3,0113670,A little princess,1995,1435
3,0114319,Sabrina,1995,1643
3,0112384,Apollo 13,1995,2060
3,0112571,Boys on the Side,1995,2071
3,0112722,Copycat,1995,2100
3,0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,2163
2,0112641,Casino,1995,2220
3,0112792,Dangerous Minds,1995,2882
2,0114898,Waterworld,1995,2303
3,0114323,Safe,1995,2366
3,0109642,Dolores Claiborne,1995,2394
3,0112604,Butterfly Kiss,1995,2422
1,0109370,Canadian Bacon,1995,2573
3,0112288,The Addiction,1995,2684
3,0112651,The Celluloid Closet,1995,2690
1,0113326,Rumble in the Bronx (Hung fan kui),1995,2835
1,0114746,Twelve Monkeys,1995,2864
3,0113957,The Net,1995,2914
3,0113416,The Incredibly True Adventures of Two Girls in Love,1995,2931
3,0114395,Serving in Silence,1995,3027
3,0112435,The Baby-Sitters Club,1995,3090
3,0114117,Persuasion,1995,3142
2,0114108,The Pebble and the Penguin,1995,3267
1,0112913,Fallen Angels,1995,3298
3,0112513,"The Sailor Moon SuperS the Movie Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",1995,3332
3,0113820,Mighty Morphin Power Rangers: The Movie,1995,3370
3,0112346,The American President,1995,3684
3,0113497,Jumanji,1995,3801
0,0113247,La Haine,1995,3877
0,0112471,Before Sunrise,1995,4020
3,0114508,Species,1995,4169
3,0114214,The Quick and the Dead,1995,4247
1,0112401,Assassins,1995,4640
3,0113725,Maborosi,1995,4678
1,0114787,Underground,1995,4749
3,0112040,The Langoliers,1995,4791
0,0112715,Congo,1995,4902
3,0113321,Home for the holidays,1995,4904
3,0112896,Dracula: Dead and Loving It,1995,5084
1,0235133,Ringu Kanzenban,1995,5199
1,0112857,Devil in a Blue Dress,1995,5317
3,0112682,The City of Lost Children,1995,5596
2,0142243,Dragon Ball Z: Wrath of the Dragon,1995,5655
0,0112281,Ace Ventura: When Nature Calls,1995,5710
3,0112870,Dilwale Dulhania Le Jayenge,1995,5728
3,0113540,Kids,1995,5771
3,0112819,Dead Presidents,1995,5812
2,0113071,First Knight,1995,5816
3,0113305,Higher Learning,1995,5823
3,0113189,GoldenEye,1995,6251
2,0114057,Othello,1995,6544
1,0112851,Desperado,1995,6625
3,0114095,Party Girl,1995,6912
3,0113918,Nadie hablara de nosotras cuando hayamos muerto,1995,7073
3,0112431,Babe,1995,7364
3,0112922,El dia de la bestia,1995,7388
3,0114852,Village of the Damned,1995,7547
3,0113221,Grim,1995,7566
3,0114689,Catnapped! The Movie,1995,7568
3,0113972,Nick of Time,1995,7651
1,0114671,Land and Freedom,1995,7663
3,0113083,La flor de mi secreto,1995,7702
2,0113118,Friday,1995,7791
3,0114694,Tommy Boy,1995,7805
3,0113492,Judge Dredd,1995,7892
1,0113737,Magic in the Water,1995,8442
3,0112818,Dead Man Walking,1995,8451
1,0112461,The Basketball Diaries,1995,8526
1,0114702,Total Eclipse,1995,8539
1,0111359,Tall Tale,1995,8919
2,0113627,Leaving Las Vegas,1995,8923
0,0110006,Heavyweights,1995,8930
0,0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,9064
2,0114885,Waiting To Exhale,1995,9104
1,0113442,It Takes Two,1995,9230
0,0114287,Rob Roy,1995,9588
2,0121401,Indira,1995,9958
3,0112769,La c&eacute;r&eacute;monie,1995,9991
1,0117500,The Rock,1996,38
3,0116684,Jane Eyre,1996,111
1,0117723,Spy Hard,1996,129
2,0117951,Trainspotting,1996,137
3,0115736,Bound,1996,182
3,0117008,Matilda,1996,369
0,0115759,Broken Arrow,1996,431
1,0117705,Space Jam,1996,435
3,0116629,Independence Day,1996,444
1,0117060,Mission: Impossible,1996,445
1,0116367,From Dusk Till Dawn,1996,448
1,0115798,The Cable Guy,1996,449
0,0117420,The Quest,1996,525
0,0116130,Down Periscope,1996,535
3,0117571,Scream,1996,649
3,0113649,Libertarias,1996,741
3,0116493,Harriet the Spy,1996,760
3,0116308,Fire,1996,881
3,0116313,The First Wives Club,1996,912
3,0116594,I Shot Andy Warhol,1996,970
3,0116418,Girls Town,1996,977
3,0116353,Foxfire,1996,981
3,0116361,Freeway,1996,1010
2,0116136,DragonHeart,1996,1030
1,0116583,The Hunchback of Notre Dame,1996,1062
3,0116908,The Long Kiss Goodnight,1996,1340
3,0116931,Love and Other Catastrophes,1996,1343
3,0117589,Secrets &amp; Lies,1996,1411
1,0116477,Hamlet,1996,1233
1,0117477,Ridicule,1996,1099
1,0117110,Muppet Treasure Island,1996,1129
3,0115963,The Craft,1996,1156
1,0116225,Escape from L.A.,1996,1428
3,0116329,Fly Away Home,1996,1569
3,0115433,101 Dalmatians,1996,1172
0,0377683,Connie Gomper &amp; the Pack,1996,1538
1,0116552,Homeward Bound II: Lost in San Francisco,1996,1087
3,0117998,Twister,1996,1082
1,0116705,Jingle All the Way,1996,1722
3,0116293,Female Perversions,1996,1791
3,0117765,Striptease,1996,1818
2,0116282,Fargo,1996,1852
3,0115580,The Associate,1996,1859
3,0115133,Charlot og Charlotte,1996,1874
3,0116692,Beyond Silence (Jenseits der Stille),1996,2106
3,0117603,Set It Off,1996,2154
3,0116442,Grace of my heart,1996,2208
3,0116191,Emma,1996,2221
3,0116209,The English Patient,1996,2449
3,0117718,The Spitfire Grill,1996,2885
3,0117057,The Mirror Has Two Faces,1996,2937
0,0117407,Pusher,1996,2994
3,0117797,Swallowtail Butterfly,1996,3017
3,0117887,That Thing You Do!,1996,3023
3,0115744,Brassed Off,1996,3038
3,0118113,Walking and Talking,1996,3059
3,0115639,Beautiful Girls,1996,3081
3,0115856,When the Cat’s Away,1996,3242
1,0117093,Mother Night,1996,3291
3,0115591,August,1996,3383
3,0117731,Star Trek: First Contact,1996,3402
1,0116421,The Glimmer Man,1996,3410
0,0119256,Hard Eight,1996,3526
1,0116426,The God of Cookery,1996,3553
3,0116365,The Frighteners,1996,3679
3,0116767,Kids Return,1996,3703
1,0116778,Kingpin,1996,3822
3,0115678,Big Night,1996,3966
3,0116683,James and the Giant Peach,1996,3970
3,0117509,Romeo + Juliet,1996,4067
3,0116287,Fear,1996,4353
3,0117534,Sabrina the Teenage Witch,1996,4425
2,0117968,Three Lives and Only One Death,1996,4482
3,0116996,Mars Attacks!,1996,4621
1,0116277,The Fan,1996,4778
3,0117102,Mr. Wrong,1996,4822
3,0116650,Irma Vep,1996,4831
3,0116260,Eye for an Eye,1996,4859
3,0117979,The Truth About Cats &amp; Dogs,1996,4890
1,0115857,Chain Reaction,1996,4967
3,0114151,Poison Ivy II,1996,4972
2,0115685,The Birdcage,1996,4977
3,0116985,Manny &amp; Lo,1996,5125
1,0116514,Hellraiser: Bloodline,1996,5266
2,0116905,Lone Star,1996,5295
3,0117372,The Preacher&#39;s Wife,1996,5326
0,0313773,Welcome to the Discworld,1996,5343
2,0117802,Swingers,1996,5413
1,0115641,Beavis and Butt-Head Do America,1996,5493
3,0115964,Crash,1996,5551
3,0115640,Beautiful Thing,1996,5698
3,0116041,The Daytrippers,1996,5778
3,0118111,Waiting for Guffman,1996,5786
1,0115485,"A Jin de gushi / Ah Kam, the Stunt woman",1996,5855
3,0117737,Stealing Beauty,1996,5883
3,0117876,Tenchi Muy&ocirc;! In Love,1996,5932
2,0115632,Basquiat,1996,6074
3,0118105,Va’ dove ti porta il cuore,1996,6169
1,0117128,Mystery Science Theater 3000: The Movie,1996,6441
3,0116212,Entertaining Angels: The Dorothy Day Story,1996,6536
3,0117038,Michael,1996,6623
3,0115994,Curdled,1996,6738
3,0115650,La belle verte,1996,6754
3,0116213,Eraser,1996,6839
3,0117991,Twelfth Night or What You Will,1996,6943
3,0116378,The Funeral,1996,7051
1,0117665,Sleepers,1996,7352
3,0118015,Un air de famille,1996,7598
3,0116250,Evita,1996,7630
2,0116669,Jack,1996,7644
1,0117381,Primal Fear,1996,7658
0,0114720,Tremors II: Aftershocks,1996,7678
3,0115988,The Crucible,1996,7932
2,0116695,Jerry Maguire,1996,8008
3,0116999,Marvin’s Room,1996,8057
0,0237765,Sonic the Hedgehog: The Movie,1996,8124
1,0116830,Last Man Standing,1996,8208
3,0115438,2 Days in the Valley,1996,8638
3,0117918,Tin Cup,1996,9065
3,0118125,The Watermelon Woman,1996,9088
3,0117091,Mother,1996,9319
3,0116770,La lengua asesina,1996,9457
1,0116040,Daylight,1996,9725
1,0115624,Barb Wire,1996,9782
3,0207061,Rollergator,1996,9790
2,0118655,Austin Powers: International Man of Mystery,1997,5
1,0119116,The Fifth Element,1997,22
1,0119174,The Game,1997,68
1,0119731,Murder at 1600,1997,70
1,0119177,Gattaca,1997,77
1,0119654,Men in Black,1997,83
3,0118971,The Devil&#39;s Advocate,1997,105
3,0120201,Starship Troopers,1997,107
3,0118583,Alien: Resurrection,1997,297
2,0118883,Conspiracy Theory,1997,318
3,0119698,Mononoke-hime,1997,326
3,0120514,Wilde,1997,343
3,0120338,Titanic,1997,345
3,0118928,Dante's Peak,1997,424
1,0119528,Liar Liar,1997,425
2,0119137,Flubber,1997,426
3,0119173,G.I. Jane,1997,524
2,0118880,Con Air,1997,573
0,0118799,La vita &egrave; bella,1997,614
0,0119217,Good Will Hunting,1997,623
1,0119925,The Postman,1997,634
3,0119081,Event Horizon,1997,662
3,0119282,Hercules,1997,729
3,0120032,Romy and Michelle’s High School Reunion,1997,754
3,0123755,Cube,1997,792
3,0118884,Contact,1997,904
1,0118818,Career Girls,1997,931
3,0119822,As Good as It Gets,1997,936
3,0119229,Grosse Pointe Blank,1997,1000
2,0118688,Batman &amp; Robin,1997,1026
2,0119432,Jungle 2 Jungle,1997,1054
3,0119142,For Richer or Poorer,1997,1055
1,0118571,Air Force One,1997,1068
3,0120521,The Winter Guest,1997,1409
3,0119369,The Inheritance,1997,1483
2,0120512,Wild America,1997,1595
